id,group,du_health,du_heafood,du_hou_tsa,du_pollu,du_hou_bik
ID 1345,Group 2,0,921,0,0,547
ID 1346,Group 3,0,399,0,0,589
ID 1347,Group 1,0,61,0,0,0
ID 1348,Group 2,0,0,0,0,14
ID 1349,Group 3,0,12,0,0,0
ID 1350,Group 4,0,823,0,0,524
ID 1351,Group 5,0,483,0,0,600
ID 1352,Group 1,0,380,0,0,380
ID 1353,Group 2,0,524,41,0,537
ID 1356,Group 2,10,316,0,110,553
ID 1599,Group 1,0,311,0,0,322
ID 1354,Group 3,246,507,307,0,507
ID 1355,Group 1,155,1506,934,21,108
ID 1439,Group 3,0,520,534,0,617
ID 1357,Group 1,0,701,133,112,117
ID 1358,Group 2,0,896,0,274,0
ID 1364,Group 1,1,275,0,91,486
ID 1359,Group 1,0,24,0,0,489
ID 1360,Group 1,0,42,0,175,0
ID 1365,Group 1,0,475,0,306,530
ID 1361,Group 2,0,0,0,0,0
ID 1362,Group 3,0,0,0,0,0
ID 1363,Group 4,0,296,0,0,0
ID 1366,Group 2,0,72,0,0,143
ID 1367,Group 1,0,355,0,203,0
ID 1368,Group 2,0,272,0,0,466
ID 1393,Group 1,503,770,403,142,770
ID 1369,Group 3,0,111,0,229,60
ID 1370,Group 1,0,670,0,0,233
ID 1371,Group 1,606,715,216,172,835
ID 1372,Group 2,483,483,483,19,483
ID 1373,Group 3,532,532,239,257,533
ID 1374,Group 4,469,725,20,247,725
ID 1375,Group 5,0,499,0,270,499
ID 1389,Group 5,0,433,433,0,433
ID 1376,Group 1,180,390,390,0,391
ID 1377,Group 2,395,471,423,0,471
ID 1378,Group 3,0,281,50,0,881
ID 1379,Group 4,0,121,0,0,352
ID 1380,Group 1,0,1181,1167,527,1246
ID 1381,Group 2,0,288,324,26,324
ID 1382,Group 3,0,414,418,37,418
ID 1383,Group 4,0,328,399,0,460
ID 1384,Group 5,0,461,536,0,536
ID 1385,Group 1,528,720,728,131,737
ID 1386,Group 2,0,448,487,460,501
ID 1387,Group 3,215,314,314,0,314
ID 1388,Group 4,37,227,227,0,227
ID 1390,Group 6,0,356,398,36,462
ID 1391,Group 1,437,1258,473,0,1258
ID 1392,Group 2,0,1021,1077,0,1077
ID 1394,Group 2,447,447,447,45,447
ID 1395,Group 3,261,261,261,0,261
ID 1396,Group 4,372,372,372,72,372
ID 1397,Group 1,36,34,88,201,424
ID 1518,Group 2,0,0,0,0,0
ID 1398,Group 2,98,66,220,0,21
ID 1399,Group 3,813,868,634,0,0
ID 1400,Group 4,32,295,82,11,118
ID 1401,Group 1,0,448,387,0,599
ID 1402,Group 2,0,615,0,0,0
ID 1403,Group 3,0,194,678,0,679
ID 1404,Group 4,153,296,405,0,541
ID 1405,Group 1,263,504,504,0,174
ID 1406,Group 2,456,544,559,0,0
ID 1407,Group 3,353,319,353,0,0
ID 1408,Group 4,277,261,272,0,0
ID 1409,Group 1,84,179,328,0,218
ID 1431,Group 2,455,483,600,18,0
ID 1410,Group 2,0,415,314,0,314
ID 1411,Group 1,366,367,326,0,0
ID 1412,Group 2,0,1,6,0,20
ID 1413,Group 3,0,0,9,0,29
ID 1414,Group 4,0,0,802,0,0
ID 1415,Group 1,0,493,0,0,0
ID 1416,Group 2,0,501,160,0,0
ID 1417,Group 1,0,789,0,0,153
ID 1418,Group 2,0,0,0,0,0
ID 1419,Group 3,0,77,72,0,0
ID 1420,Group 1,0,893,302,0,284
ID 1421,Group 2,0,658,939,0,254
ID 1422,Group 1,16,16,112,6,0
ID 1426,Group 1,0,80,365,0,0
ID 1423,Group 2,0,0,1310,386,0
ID 1424,Group 1,0,190,360,0,0
ID 1425,Group 2,0,418,15,0,0
ID 1427,Group 2,143,481,1000,663,0
ID 1428,Group 1,0,343,211,0,0
ID 1429,Group 2,227,288,489,0,0
ID 1430,Group 1,18,669,319,0,0
ID 1432,Group 1,0,327,0,120,199
ID 1433,Group 9,0,0,0,0,967
ID 1434,Group 1,377,1295,1168,0,753
ID 1438,Group 2,0,313,313,0,727
ID 1435,Group 2,230,657,492,220,590
ID 1436,Group 3,237,316,316,74,316
ID 1437,Group 1,0,1410,1686,0,1988
ID 1440,Group 4,0,609,609,0,604
ID 1441,Group 1,0,179,193,0,235
ID 1442,Group 2,0,317,320,0,320
ID 1443,Group 1,37,68,412,0,371
ID 1444,Group 2,328,0,660,0,540
ID 1445,Group 3,517,0,517,0,504
ID 1465,Group 4,43,373,0,0,0
ID 1466,Group 1,31,245,0,0,0
ID 1446,Group 1,545,217,571,0,874
ID 1447,Group 2,0,241,96,0,270
ID 1448,Group 3,3,396,400,0,400
ID 1449,Group 1,0,7,0,0,2
ID 1450,Group 2,0,18,0,0,41
ID 1451,Group 3,0,385,243,0,580
ID 1467,Group 2,400,401,0,0,0
ID 1452,Group 1,0,508,655,0,581
ID 1453,Group 9,0,2042,0,2304,3204
ID 1468,Group 3,252,245,0,0,0
ID 1648,Group 2,0,1057,1126,0,1126
ID 1454,Group 1,0,46,0,0,0
ID 1469,Group 4,555,413,0,0,0
ID 1470,Group 1,0,716,0,0,0
ID 1455,Group 2,0,0,0,0,0
ID 1471,Group 2,78,349,0,0,0
ID 1494,Group 1,0,0,0,0,42
ID 1456,Group 1,0,91,0,0,0
ID 1472,Group 3,83,279,0,0,0
ID 1457,Group 2,0,0,0,0,0
ID 1458,Group 3,0,4,0,0,0
ID 1633,Group 4,0,276,3,0,286
ID 1459,Group 4,0,267,0,28,0
ID 1460,Group 1,0,9,0,3,30
ID 1473,Group 1,0,564,0,0,0
ID 1461,Group 2,0,0,0,7,0
ID 1474,Group 2,0,334,0,0,0
ID 1462,Group 1,0,171,0,0,0
ID 1463,Group 2,107,187,0,0,0
ID 1464,Group 3,257,506,0,0,0
ID 1475,Group 3,0,58,0,0,0
ID 1478,Group 3,0,0,0,3,0
ID 1479,Group 1,0,103,0,27,0
ID 1476,Group 1,0,20,0,0,0
ID 1480,Group 1,0,214,0,8,0
ID 1477,Group 2,0,0,0,116,0
ID 1481,Group 2,3,131,0,0,0
ID 1482,Group 3,0,88,0,0,0
ID 1486,Group 1,0,476,0,461,0
ID 1487,Group 2,0,452,0,2,0
ID 1488,Group 3,0,191,0,0,0
ID 1489,Group 1,0,29,0,0,0
ID 1495,Group 2,0,79,298,0,0
ID 1490,Group 2,26,111,0,0,0
ID 1496,Group 1,0,286,321,0,0
ID 1491,Group 3,0,3,0,0,0
ID 1492,Group 4,0,94,0,0,0
ID 1493,Group 1,0,318,0,0,0
ID 1497,Group 2,0,513,135,0,0
ID 1498,Group 3,0,518,0,0,0
ID 1499,Group 4,0,469,0,0,0
ID 1500,Group 1,0,566,566,0,0
ID 1505,Group 3,0,347,0,0,0
ID 1501,Group 2,61,368,283,0,0
ID 1502,Group 3,122,337,0,0,0
ID 1506,Group 4,0,604,0,0,0
ID 1509,Group 1,0,0,777,0,0
ID 1503,Group 1,0,1,0,0,102
ID 1504,Group 2,0,425,0,0,0
ID 1507,Group 1,0,56,0,2,46
ID 1508,Group 2,0,0,0,0,0
ID 1510,Group 1,0,95,10,0,0
ID 1511,Group 2,0,414,286,0,0
ID 1512,Group 3,0,22,0,0,0
ID 1513,Group 4,0,0,0,0,0
ID 1514,Group 5,0,0,639,0,0
ID 1515,Group 1,0,0,226,0,126
ID 1516,Group 2,0,521,716,0,0
ID 1517,Group 1,0,168,297,0,0
ID 1519,Group 1,0,253,327,0,0
ID 1520,Group 2,0,416,450,0,0
ID 1521,Group 1,77,38,97,0,0
ID 1522,Group 2,310,325,325,98,0
ID 1523,Group 3,643,579,644,3,0
ID 1524,Group 1,21,6,87,0,0
ID 1525,Group 2,0,3,727,33,0
ID 1526,Group 3,28,73,304,60,0
ID 1527,Group 1,0,421,449,0,0
ID 1532,Group 1,0,371,526,0,0
ID 1528,Group 2,0,246,316,0,0
ID 1529,Group 1,0,508,508,0,0
ID 1530,Group 2,0,399,367,0,0
ID 1531,Group 3,34,410,139,0,0
ID 1533,Group 2,0,574,574,0,0
ID 1534,Group 3,0,370,370,0,0
ID 1535,Group 1,83,263,0,0,0
ID 1539,Group 1,0,290,298,0,0
ID 1536,Group 2,386,487,0,0,0
ID 1537,Group 3,0,0,0,0,0
ID 1538,Group 4,0,535,118,0,0
ID 1540,Group 2,0,11,17,0,0
ID 1541,Group 3,0,490,611,0,0
ID 1545,Group 1,0,154,93,62,0
ID 1542,Group 1,151,628,119,497,0
ID 1543,Group 2,0,586,480,480,0
ID 1544,Group 3,0,275,0,0,0
ID 1546,Group 2,0,353,349,106,0
ID 1547,Group 3,0,96,296,183,0
ID 1548,Group 4,0,32,132,66,0
ID 1695,Group 2,632,629,632,0,632
ID 1549,Group 1,0,588,594,1,0
ID 1550,Group 2,0,0,0,0,0
ID 1551,Group 1,0,4,1,0,0
ID 1552,Group 2,0,0,0,0,0
ID 1553,Group 3,0,0,0,0,0
ID 1554,Group 4,0,0,0,0,0
ID 1555,Group 1,242,500,230,116,0
ID 1556,Group 2,0,251,0,0,0
ID 1557,Group 3,0,0,0,0,0
ID 1558,Group 1,0,355,0,0,0
ID 1559,Group 2,0,0,0,0,0
ID 1560,Group 1,48,41,10,0,0
ID 1561,Group 2,0,11,0,0,0
ID 1562,Group 3,0,190,0,0,0
ID 1563,Group 4,0,601,0,0,0
ID 1564,Group 1,0,2,603,343,0
ID 1565,Group 2,0,314,357,75,0
ID 1566,Group 1,0,179,333,0,0
ID 1573,Group 2,739,1209,1209,93,1209
ID 1567,Group 2,0,143,388,0,0
ID 1568,Group 1,0,961,0,47,0
ID 1569,Group 2,0,162,0,333,0
ID 1570,Group 1,0,0,0,0,0
ID 1571,Group 2,0,320,0,0,0
ID 1572,Group 1,5,1054,0,0,1057
ID 1574,Group 3,30,545,538,429,545
ID 1575,Group 1,0,90,0,0,281
ID 1576,Group 2,0,0,0,0,632
ID 1590,Group 4,0,83,0,0,211
ID 1577,Group 3,0,10,0,0,114
ID 1578,Group 4,117,346,0,0,3229
ID 1579,Group 5,0,21,1,4,394
ID 1580,Group 1,0,1296,0,0,0
ID 1581,Group 2,0,150,0,0,0
ID 1582,Group 1,0,340,0,0,0
ID 1583,Group 2,0,43,0,0,0
ID 1584,Group 3,0,575,0,0,0
ID 1585,Group 4,0,162,0,0,0
ID 1586,Group 1,0,246,0,0,924
ID 1587,Group 1,0,0,0,0,423
ID 1588,Group 2,0,0,0,0,321
ID 1589,Group 3,0,154,0,0,473
ID 1591,Group 5,0,58,0,0,875
ID 1592,Group 6,0,124,0,0,891
ID 1593,Group 1,0,801,297,509,4
ID 1598,Group 4,0,230,0,0,230
ID 1594,Group 2,0,182,0,0,9
ID 1595,Group 1,0,292,388,236,333
ID 1596,Group 2,0,548,548,298,548
ID 1597,Group 3,0,671,376,508,835
ID 1600,Group 2,0,1449,0,0,1433
ID 1601,Group 3,0,375,0,0,327
ID 1604,Group 1,0,552,475,0,1097
ID 1605,Group 2,0,536,536,0,536
ID 1602,Group 1,0,700,215,0,718
ID 1603,Group 2,0,328,0,0,384
ID 1606,Group 1,0,24,122,0,958
ID 1607,Group 2,0,7,39,0,373
ID 1608,Group 3,0,7,124,0,985
ID 1634,Group 3,0,186,0,0,270
ID 1609,Group 1,223,46,396,184,490
ID 1610,Group 2,0,16,25,0,131
ID 1611,Group 3,0,0,0,0,228
ID 1612,Group 4,0,14,49,0,224
ID 1635,Group 4,0,58,67,0,405
ID 1613,Group 1,0,0,0,0,372
ID 1614,Group 2,0,1,17,0,279
ID 1615,Group 3,0,1,15,0,296
ID 1616,Group 1,0,498,520,0,597
ID 1636,Group 5,0,189,41,0,295
ID 1617,Group 2,0,435,437,0,441
ID 1618,Group 3,0,147,708,24,774
ID 1619,Group 1,0,132,0,23,0
ID 1620,Group 2,0,0,0,0,0
ID 1623,Group 5,0,330,0,0,178
ID 1621,Group 3,0,61,333,0,373
ID 1622,Group 4,0,0,0,0,0
ID 1624,Group 1,0,0,0,26,0
ID 1625,Group 2,0,165,0,0,206
ID 1626,Group 1,0,0,0,0,0
ID 1627,Group 2,0,142,0,0,329
ID 1628,Group 1,0,127,0,0,0
ID 1629,Group 2,0,311,0,0,287
ID 1630,Group 1,317,415,143,69,478
ID 1631,Group 2,125,410,0,0,395
ID 1637,Group 6,0,361,61,0,361
ID 1638,Group 1,44,612,463,0,626
ID 1639,Group 2,679,779,779,0,779
ID 1640,Group 3,235,235,235,0,235
ID 1641,Group 4,171,171,171,0,171
ID 1642,Group 1,0,333,335,0,335
ID 1643,Group 2,0,938,938,0,938
ID 1644,Group 1,0,596,668,0,668
ID 1645,Group 2,0,770,770,0,770
ID 1646,Group 1,0,656,603,0,666
ID 1649,Group 1,0,261,649,0,649
ID 1650,Group 2,0,1020,1027,0,1043
ID 1651,Group 1,1,52,291,0,309
ID 1652,Group 2,384,591,624,0,624
ID 1653,Group 3,1202,1220,1249,0,1335
ID 1654,Group 1,421,642,617,33,642
ID 1655,Group 2,649,660,660,0,660
ID 1656,Group 3,283,298,298,0,298
ID 1657,Group 4,968,968,968,0,968
ID 1658,Group 1,0,356,47,375,353
ID 1659,Group 2,0,204,245,318,320
ID 1660,Group 3,0,237,548,232,578
ID 1661,Group 4,0,1189,395,823,400
ID 1662,Group 5,0,437,0,0,0
ID 1663,Group 1,0,86,0,62,275
ID 1664,Group 2,0,0,0,0,0
ID 1665,Group 3,0,0,0,67,0
ID 1666,Group 1,0,311,0,66,0
ID 1667,Group 2,0,451,0,405,0
ID 1668,Group 3,0,231,0,0,115
ID 1671,Group 1,0,0,37,0,203
ID 1681,Group 1,0,577,0,0,577
ID 1669,Group 1,0,1135,750,695,2162
ID 1670,Group 2,0,89,109,58,468
ID 1672,Group 2,206,206,207,0,207
ID 1673,Group 3,0,522,0,0,700
ID 1674,Group 4,0,103,0,0,634
ID 1694,Group 1,279,279,279,0,279
ID 1675,Group 5,0,11,0,0,378
ID 1676,Group 1,0,0,0,0,0
ID 1680,Group 2,0,587,132,43,78
ID 1677,Group 2,0,0,0,0,14
ID 1678,Group 3,0,5,84,11,276
ID 1679,Group 1,0,519,226,78,77
ID 1682,Group 2,0,517,0,271,549
ID 1683,Group 3,0,8,0,0,52
ID 1684,Group 1,0,0,0,0,0
ID 1685,Group 2,0,212,212,76,259
ID 1686,Group 1,4,178,178,0,178
ID 1687,Group 2,0,338,311,0,338
ID 1688,Group 3,0,600,489,0,538
ID 1689,Group 4,0,278,181,9,327
ID 1690,Group 1,243,243,243,0,243
ID 1691,Group 2,119,204,204,0,204
ID 1692,Group 3,0,546,546,0,348
ID 1693,Group 4,75,461,461,0,311
ID 1696,Group 3,389,396,473,0,488
ID 1697,Group 4,246,311,413,0,511
ID 1698,Group 1,0,25,236,0,360
ID 1699,Group 2,49,9,94,0,251
ID 1700,Group 3,0,7,166,0,369
ID 1701,Group 1,0,282,288,0,356
ID 1702,Group 2,0,97,0,0,149
ID 1703,Group 3,0,106,53,0,123
ID 1704,Group 1,0,871,880,0,0
ID 1705,Group 2,0,606,625,0,0
ID 1706,Group 1,0,137,366,0,0
ID 1707,Group 2,0,230,354,28,306
ID 1708,Group 1,0,56,276,0,435
ID 1709,Group 2,0,161,182,0,531
ID 1710,Group 3,0,0,0,0,392
ID 1716,Group 1,0,51,0,0,0
ID 1711,Group 9,0,59,28,0,88
ID 1712,Group 9,0,62,102,0,550
ID 1717,Group 2,273,393,0,0,0
ID 1713,Group 1,0,0,0,0,0
ID 1718,Group 3,68,214,0,0,0
ID 1714,Group 2,0,0,0,0,0
ID 1715,Group 3,0,0,0,0,0
ID 1719,Group 1,401,405,0,0,0
ID 1720,Group 2,634,826,0,0,0
ID 1721,Group 3,266,329,0,0,0
ID 1722,Group 4,0,0,0,0,0
ID 1723,Group 1,0,0,0,0,0
ID 1727,Group 3,0,292,0,0,0
ID 1739,Group 2,0,321,0,0,0
ID 1728,Group 1,125,775,0,0,0
ID 1729,Group 2,0,66,0,0,0
ID 1730,Group ,,,,,
ID 1740,Group ,,,,,
ID 1731,Group 2,0,165,0,22,0
ID 1732,Group 1,0,42,0,0,0
ID 1733,Group 2,0,0,0,0,0
ID 1746,Group 4,264,264,0,2,0
ID 1747,Group 1,0,120,0,0,0
ID 1748,Group 2,0,0,0,0,0
ID 1749,Group 1,4,11,0,83,0
ID 1750,Group 2,291,317,0,45,0
ID 1751,Group 3,58,59,0,541,0
ID 1752,Group 4,227,639,0,0,0
ID 1753,Group 1,0,8,0,180,0
ID 1754,Group 2,0,90,0,27,0
ID 1755,Group 3,0,0,0,0,0
ID 1756,Group ,,,,,
ID 1757,Group 2,0,0,0,0,0
ID 1758,Group 1,0,0,0,0,0
ID 1759,Group 2,0,158,0,0,7
ID 1760,Group 3,0,56,0,0,0
ID 1761,Group 1,0,72,0,0,0
ID 1762,Group 2,0,0,0,0,0
