col,var,stfid,fipsstco,tract,group,ct_bg_id,area_sqft,area_sqmi,area_acres,int_densit,rfa,mix_fl_3,nrd_06_upd,wlk_ind_06,walk_index,num_hous_h,tot_pop,urban_bg,fast_fd_ct,grocery_ct,fast_f_den,ff_dens_ac,ff_den_100,grocer_den,library_p,child_care,chld_cr_ct,park_count,elem_sch_p,bus_stop_p,lrt_cr_stp,bus_stp_ct,bus_sp_den,park_prese,park_inter,p_acreage,pk_acr_den,pk_den1000,hospital_p,du_tot2010,du_res_day,du_res_lib,du_res_par,du_res_gro,du_res_fas,du_res_ele,du_health,du_heafood,du_hou_tsa,du_pollu,du_hou_bik,per_du_day,per_du_lib,per_du_par,per_du_gro,per_du_ff,per_du_ele,per_du_hea,per_duhfoo,per_du_tsa,per_du_pol,per_dubik2,ct_minori,ct_low_inc,ct_low_mob,ct_low_com,ct_concern,ct_ma_misc,ct_mali_yr,crim_mapop,ct_violnt5,ct_vio_yr2,crm_rt_vio,ped_inv_ct,ped_dayyr2,ped_c_rate,cyc_inv_ct,cyc_dayyr2,cyc_c_rate,daypoparea,daypop_per,day_pop_bg,daypop_1x3,totpop1000,res_pop_10,pop_den_10,pop_den_mi,pop_den_ac,arter_den,traf_volum,tot_par_ct,lot_sur_ct,lot_str_ct,pk_lot_ct,vacnt_ct,per_vacant,per_lot_su,per_lot_st,per_pk_lot,road_allft,rd_walk_ft,rd_walk_10,sidewk_ft2,sidewk_rdn,side_c_per,side_none,side_parti,side_atlas,cn_transit,cn_parks,cn_he_food,cn_trails,cn_daycare,cn_health,cn_library,cn_elem_sc,cs_tis,cs_ypas,cs_pai,cs_ped_saf,cs_cyc_saf,cs_tsfy,nu_cn_indi
DC,side_none,,,,,,0.531065226,0.531065225,0.531065226,-0.208820292,-0.143936928,-0.088419672,-0.096129281,-0.17894831,-0.187483392,-0.02882167,-0.017744843,-0.563434822,-0.042392788,0.018624895,-0.051372579,-0.051372685,-0.051372578,-0.055523994,0.113155711,0.012608756,-0.007511754,0.110298031,0.053430759,-0.109334957,-0.026064266,-0.043575391,-0.092090931,0.086424923,0.09933508,0.538214694,0.548127681,0.548127681,-0.012645983,-0.004643237,-0.134061139,-0.049289331,-0.098404913,-0.112993304,-0.14375099,-0.115604148,-0.048282463,-0.114482519,-0.100539293,-0.051030804,-0.100328028,-0.202319805,-0.05566108,-0.168626787,-0.173860164,-0.246305205,-0.152305387,-0.055232085,-0.178700687,-0.137922357,-0.060683885,-0.136328203,-0.041799989,-0.055767697,0.090984008,0.02340481,-0.005756728,-0.082124526,-0.082124526,-0.057160282,-0.027932287,-0.027932287,-0.02553263,-0.055002624,-0.055002624,-0.067320022,-0.050920502,-0.050920502,-0.056852127,0.53182045,0.016762478,0.065581831,0.06558183,-0.017744843,-0.015204293,-0.173304052,-0.160460788,-0.160460788,-0.146979335,-0.187109736,0.228031395,-0.0323625,-0.012382357,-0.031855675,0.543899626,0.628497902,-0.02750715,-0.011039031,-0.026779879,0.471557765,0.482116899,0.63986527,-0.120952011,-0.283971104,-0.283971096,1,-0.035048772,-0.51227043,-0.127227675,-0.151472557,-0.164386991,-0.065049976,-0.176875876,-0.047852625,-0.046125609,-0.130615227,-0.24909223,-0.267674574,-0.053004138,0.053147418,0.11305335,0.007083264,-0.207904969
DD,side_parti,,,,,,0.121164977,0.121164977,0.121164977,-0.315321919,-0.174721624,-0.146577689,-0.125847408,-0.258605865,-0.275619382,0.137318133,0.181061351,-0.598998306,0.10259185,0.062815058,-0.088067443,-0.088067534,-0.088067444,-0.097325114,-0.010931602,0.019421423,0.033758289,0.27551631,0.067089045,-0.055606443,-0.010851098,0.14795848,-0.154662846,0.165506924,0.201890186,0.161035977,0.095888656,0.095888656,-0.023878811,0.28932661,-0.069102223,-0.06363925,0.099821825,-0.087281337,-0.032606491,-0.061593901,-0.10019488,-0.082399421,-0.12130801,0.051873209,0.015071871,-0.286613379,-0.112530068,-0.173354426,-0.285983667,-0.301832019,-0.231504108,-0.121372023,-0.282451869,-0.217837984,-0.040562309,-0.141921177,-0.137786181,-0.085107677,-0.030920928,-0.133484177,-0.129877239,0.033409657,0.033409657,-0.025574871,0.000443138,0.000443138,-0.033496478,-0.026417857,-0.026417857,-0.110811425,0.040107131,0.040107131,-0.069430129,0.121329937,0.275267978,0.182463576,0.182463575,0.181061351,0.345480567,-0.281585189,-0.269569012,-0.269569011,-0.150513611,-0.205469294,0.450061275,0.027465245,0.006752609,0.026514905,0.276863344,0.287358076,-0.0404367,-0.018268187,-0.03960788,0.322963013,0.321848382,0.350455901,0.224990378,-0.331799097,-0.331799105,-0.035048772,1,-0.729746781,-0.207118438,-0.164849452,-0.270116108,-0.098550844,-0.266706252,-0.105848009,-0.096311801,-0.218287537,-0.308640214,-0.317289828,0.050459616,0.061140177,0.125886809,0.015122255,-0.312962267
DE,side_atlas,,,,,,-0.369609009,-0.369609009,-0.369609009,0.361516667,0.211752469,0.161038053,0.150476801,0.297989247,0.316563042,-0.075352098,-0.096821382,0.899155906,-0.029273185,-0.049397715,0.095624532,0.095624478,0.095624532,0.105369033,-0.051843871,-0.031919303,-0.026020294,-0.303879831,-0.08474009,0.103828608,0.013611363,-0.047990576,0.171134711,-0.18729875,-0.212842182,-0.453128088,-0.394344314,-0.394344314,0.024686147,-0.233009769,0.127452746,0.068795515,-0.023710182,0.133264884,0.110186102,0.098550354,0.103100404,0.12870344,0.137176228,0.016988036,0.057685594,0.331272712,0.114673273,0.232435062,0.321082221,0.385214451,0.25797681,0.123667803,0.31916266,0.233396363,0.072013743,0.193591902,0.113122776,0.089245064,-0.03020448,0.082119021,0.085513299,0.013956754,0.013956754,0.052235514,0.018514939,0.018514939,0.04737786,0.052708644,0.052708644,0.121827504,-0.00158816,-0.00158816,0.081514688,-0.370088031,-0.239159445,-0.152504417,-0.152504415,-0.096821382,-0.261349421,0.311265644,0.297679849,0.297679849,0.205117225,0.263612284,-0.52827875,-0.00892446,-0.005101025,-0.009018264,-0.55900456,-0.608310997,0.044633835,0.019046551,0.043587253,-0.490124475,-0.496910978,-0.660112109,-0.122455137,0.435434947,0.435434945,-0.51227043,-0.729746781,1,0.220783389,0.223847585,0.302973592,0.115190596,0.309819987,0.109828305,0.100385683,0.241204703,0.384842581,0.404249302,-0.003585197,-0.070352428,-0.158360867,-0.017127288,0.361360238
DF,cn_transit,,,,,,-0.108230217,-0.108230217,-0.108230217,0.511528067,0.399799155,0.300215018,0.32805395,0.523542362,0.542697877,-0.091457117,-0.090012792,0.210815295,0.087529083,0.157087666,0.206838792,0.20683867,0.206838791,0.273168207,0.009490401,-0.014827533,-0.0157705,-0.092972965,-0.05608471,0.200900001,0.13681969,0.071157307,0.340061709,-0.092718522,-0.139920723,-0.117106134,-0.100982249,-0.10098225,0.062181082,-0.098184501,0.201446884,0.158035476,0.084852843,0.26317154,0.217355257,0.201229598,0.290958724,0.258801214,0.672909837,0.041438023,0.167961048,0.414936426,0.201041397,0.303248131,0.504206441,0.513065171,0.352167716,0.366840122,0.502888767,0.963477927,0.109170032,0.320892209,0.359226348,0.343897692,0.090756714,0.366722229,0.296383797,0.239427107,0.239427107,0.232491005,0.233060187,0.233060187,0.235518568,0.2904429,0.2904429,0.244406001,0.153973248,0.153973248,0.106228817,-0.108430364,-0.082734022,-0.048578185,-0.048578186,-0.090012792,-0.117153482,0.488160429,0.423926086,0.423926086,0.170826318,0.258122853,-0.304966086,0.155131926,0.06331412,0.153250673,-0.165740956,-0.180357445,0.143366904,0.073074041,0.141407952,-0.180737225,-0.186042076,-0.23038537,-0.116735147,0.352937192,0.352937172,-0.127227675,-0.207118438,0.220783389,1,0.249103658,0.441458161,0.214742674,0.363941317,0.336611117,0.182862845,0.345614852,0.731807658,0.480314799,-0.243784917,-0.144294484,-0.095073398,-0.083284562,0.685400929
DG,cn_parks,,,,,,-0.111727605,-0.111727605,-0.111727605,0.298143319,0.210986029,0.110867027,0.19451833,0.278895212,0.297186438,-0.077842004,-0.040971672,0.228006779,0.03573458,0.063322323,0.10398989,0.103989953,0.10398989,0.141003792,0.054129139,-0.009771139,0.01421116,0.122190271,0.025786088,0.068248926,-0.000546063,0.029833439,0.174739691,0.192907408,0.222446695,-0.153554545,-0.121720444,-0.121720444,-0.005847784,-0.060885789,0.133399023,0.17791835,0.467726945,0.146009907,0.129861896,0.180570502,0.150303441,0.144695027,0.146706689,-0.014235361,0.123586529,0.281085737,0.231374287,0.909211712,0.318456653,0.331318865,0.266718807,0.19551155,0.320723175,0.259066484,0.035808482,0.22363149,0.180869215,0.148526439,0.017996055,0.131926209,0.137460764,0.104289063,0.104289063,0.126620299,0.107474322,0.107474322,0.123964927,0.136237756,0.136237756,0.10403095,0.121956811,0.121956811,0.063914661,-0.112116828,-0.105986646,-0.017761239,-0.017761239,-0.040971672,-0.067684733,0.276769609,0.276101527,0.276101528,0.079629731,0.115499462,-0.200671678,0.101342724,0.019379343,0.097069255,-0.1558911,-0.198068433,0.084591559,0.040683839,0.083149019,-0.156109383,-0.160138035,-0.225335295,0.001965826,0.321943597,0.321943594,-0.151472557,-0.164849452,0.223847585,0.249103658,1,0.295557994,0.153188216,0.24758403,0.182955805,0.197913455,0.2475628,0.359269858,0.621990548,-0.088078762,0.009477001,-0.015655277,-0.039808481,0.560029521
DH,cn_he_food,,,,,,-0.147844479,-0.147844479,-0.147844479,0.465488333,0.41099794,0.4092913,0.266506081,0.527256694,0.557736697,-0.053003712,-0.081168624,0.297280773,0.077302392,0.202109998,0.224210731,0.224210825,0.224210732,0.290146109,0.049545234,0.027250728,0.036251735,-0.145428384,-0.055289405,0.194328547,0.040167704,0.038091471,0.318088186,-0.12809589,-0.161408422,-0.167948179,-0.145368701,-0.145368701,0.043627036,-0.11025572,0.290306911,0.24749695,0.104864266,0.524443143,0.325338216,0.22296512,0.274111661,0.524696378,0.317948958,0.045473931,0.122340472,0.528651325,0.314732543,0.345702839,0.90926859,0.699055612,0.374057741,0.325124575,0.918927619,0.462126306,0.111551449,0.251434557,0.264074444,0.265541518,0.041206487,0.286827324,0.194769119,0.146417119,0.146417119,0.122454491,0.209051986,0.209051986,0.179978074,0.257184108,0.257184108,0.281648246,0.176757245,0.176757245,0.197789732,-0.148138332,-0.160962447,-0.107015908,-0.107015908,-0.081168624,-0.176529187,0.430210019,0.435842923,0.435842923,0.18492334,0.237656254,-0.374280677,0.104296496,0.042717558,0.103052619,-0.210354382,-0.196721132,0.101841453,0.04941338,0.100155792,-0.233363845,-0.241117547,-0.297760851,-0.181375554,0.292335517,0.292335514,-0.164386991,-0.270116108,0.302973592,0.441458161,0.295557994,1,0.137285555,0.48231597,0.303812158,0.281881005,0.355854371,0.449404899,0.456603071,-0.18144888,-0.185165444,-0.163926849,-0.114510439,0.715763354
DI,cn_trails,,,,,,-0.052561118,-0.052561117,-0.052561118,0.149802944,0.212110706,0.183323686,0.234904411,0.262648044,0.223150383,0.001247623,-0.050158137,0.10904134,0.114624089,0.107121727,0.15275112,0.152751259,0.15275112,0.116604795,0.022111042,0.006073911,-0.003755659,0.065514564,-0.020722833,0.065845181,0.122924808,0.049808135,0.150670767,0.045653693,0.060637303,-0.05918128,-0.050608556,-0.050608556,0.003425863,0.02442753,0.120392868,0.112800404,0.143636118,0.146130247,0.172986369,0.049297979,0.135166388,0.14396039,0.202388187,0.067638696,0.447486382,0.146198695,0.117151462,0.197641693,0.183607404,0.232968912,0.017374894,0.146580549,0.178716225,0.226815382,0.095669855,0.570332424,-0.000210187,0.071922682,-0.019236796,0.008777531,-0.028593085,0.161396538,0.161396538,0.188682385,0.187270872,0.187270872,0.221250526,0.204002168,0.204002168,0.121671382,0.221532886,0.221532886,0.138544595,-0.052664838,-0.059914259,0.016874675,0.016874677,-0.050158137,-0.038147606,0.117016489,0.114125865,0.114125864,0.13276952,0.17765529,-0.134118557,0.162727946,0.109319411,0.166697004,-0.0821059,-0.081409966,0.154237415,0.10617193,0.155378323,-0.073591024,-0.079028351,-0.097391247,-0.004347335,0.139214902,0.139214888,-0.065049976,-0.098550844,0.115190596,0.214742674,0.153188216,0.137285555,1,0.132033417,0.139150282,0.110039779,0.005479655,0.418674575,0.33437217,-0.215176396,-0.131439261,0.05410116,-0.112038323,0.300145537
DJ,cn_daycare,,,,,,-0.15375132,-0.15375132,-0.15375132,0.443592691,0.328107758,0.275064052,0.221324137,0.432172307,0.466360435,-0.068548632,-0.08054763,0.298405,0.046024253,0.101103791,0.168386012,0.168386344,0.168386013,0.215749812,0.045659253,0.237207619,0.225758914,-0.139068949,-0.004449711,0.180126425,-0.015019808,0.025913825,0.274588562,-0.100479222,-0.142440913,-0.16166555,-0.142872091,-0.142872091,0.029130931,-0.120132247,0.531761741,0.202769431,0.062660544,0.273687819,0.225096498,0.250466431,0.253537726,0.272315304,0.227654171,-0.008636136,0.098857333,0.914050862,0.262440486,0.292104505,0.509686945,0.535138219,0.439003975,0.30142836,0.512330117,0.375588991,0.03469819,0.246094304,0.234671263,0.252454272,0.047258439,0.265024346,0.177624043,0.144003062,0.144003062,0.135589297,0.161048724,0.161048724,0.143490823,0.186621603,0.186621603,0.217010785,0.121635386,0.121635386,0.173662791,-0.154063778,-0.150791986,-0.128337069,-0.128337069,-0.08054763,-0.16121862,0.423743066,0.391878834,0.391878835,0.137686353,0.236682781,-0.314347731,0.078635478,0.043770993,0.079299224,-0.203541409,-0.22546158,0.087033429,0.05304356,0.086867779,-0.240436573,-0.242432358,-0.292164537,-0.126332772,0.345842347,0.345842325,-0.176875876,-0.266706252,0.309819987,0.363941317,0.24758403,0.48231597,0.132033417,1,0.274440727,0.235607526,0.435230749,0.43210017,0.478069319,-0.148840679,-0.110740208,-0.134129996,-0.038122221,0.688618431
DK,cn_health,,,,,,-0.049446011,-0.04944601,-0.049446011,0.353674606,0.277340149,0.321353938,0.289369461,0.424303288,0.435219907,-0.036267557,-0.022691014,0.098741332,0.097989677,0.161020492,0.234898757,0.234898636,0.234898756,0.255011427,0.068516495,0.052356135,0.049556589,-0.055245538,-0.057436289,0.178388321,0.084824727,0.088631064,0.368930082,-0.049446693,-0.08624617,-0.054717268,-0.047295732,-0.047295732,0.162026519,-0.039953416,0.199043679,0.208363585,0.10014331,0.209130172,0.164389916,0.116348808,0.787051407,0.203666373,0.248974967,0.013030195,0.112054079,0.332533229,0.245147899,0.234555608,0.354752354,0.343118478,0.190778518,0.94852453,0.344887281,0.365503816,0.050846612,0.202553052,0.240141933,0.366286968,0.210937498,0.323041965,0.22626269,0.203644751,0.203644751,0.164787643,0.271333802,0.271333802,0.230107296,0.314146713,0.314146713,0.247288379,0.217606996,0.217606996,0.162541908,-0.049537988,-0.053936277,-0.020922542,-0.020922542,-0.022691014,-0.055227191,0.355295958,0.311147525,0.311147526,0.179383903,0.2284374,-0.204857893,0.184959081,0.082626882,0.183704935,-0.069476956,-0.023957372,0.17727587,0.098497509,0.175813171,-0.088362921,-0.091571841,-0.114591071,-0.103213449,0.162551033,0.162551049,-0.047852625,-0.105848009,0.109828305,0.336611117,0.182955805,0.303812158,0.139150282,0.274440727,1,0.232683902,0.178540341,0.326538879,0.285680284,-0.260085974,-0.220975273,-0.163415222,-0.222972866,0.525394382
DL,cn_library,,,,,,-0.048033291,-0.048033291,-0.048033291,0.281203742,0.271107986,0.222709526,0.216671926,0.338840452,0.332544134,-0.050759199,-0.078857637,0.095923796,0.048891922,0.093795087,0.175491936,0.17549203,0.175491935,0.200215929,0.346859289,0.006193693,0.01063619,-0.036043066,-0.060125493,0.058785893,0.012870358,0.012498772,0.209903736,-0.03631619,-0.050591976,-0.040711049,-0.039454673,-0.039454673,-0.005117113,-0.050606599,0.138587946,0.739500403,0.081451645,0.152203449,0.116479432,0.080681388,0.197270066,0.146869253,0.119319914,-0.030571893,0.091879239,0.278554288,0.925041282,0.22713545,0.305049202,0.287540355,0.172053201,0.244429136,0.298418396,0.190549885,-0.002725849,0.157640876,0.057762711,0.087475983,0.081993763,0.099108186,0.051014173,0.082091698,0.082091698,0.115396731,0.150533542,0.150533542,0.177580281,0.1547887,0.1547887,0.133965142,0.091642156,0.091642156,0.099578996,-0.04811933,-0.127691929,-0.043855267,-0.043855267,-0.078857637,-0.102712292,0.194726477,0.177733248,0.177733248,0.097207475,0.089472779,-0.163621742,0.124922543,0.052187121,0.123574165,-0.069717283,-0.075859318,0.146182017,0.079610889,0.144786209,-0.083088047,-0.084049266,-0.10637889,-0.085754587,0.150167094,0.150167083,-0.046125609,-0.096311801,0.100385683,0.182862845,0.197913455,0.281881005,0.110039779,0.235607526,0.232683902,1,0.149290359,0.222638523,0.255499605,-0.136701754,-0.076723168,-0.057150845,-0.031191113,0.463874258
DM,cn_elem_sc,,,,,,-0.112641312,-0.112641312,-0.112641312,0.419597173,0.157855204,0.047497429,0.094792456,0.247538065,0.324217212,-0.090466825,-0.050046259,0.226829512,-0.052107824,0.037072923,0.078944498,0.07894472,0.078944499,0.176643256,0.009215124,0.08297496,0.082086502,-0.150319416,0.210985833,0.106708146,-0.066052345,-0.041550242,0.210615547,-0.116724323,-0.139782718,-0.120801409,-0.104396122,-0.104396122,-0.027052774,-0.138209197,0.193763498,0.089879525,0.054541336,0.145551488,0.110400005,0.60597999,0.128493661,0.139603928,0.191994987,-0.019673999,0.027817426,0.47247915,0.163751754,0.271404633,0.391667541,0.39478753,0.910544971,0.200165507,0.390324924,0.356234074,0.043219026,0.154090262,0.302995362,0.23186808,0.030614776,0.292020216,0.215325627,0.03545177,0.03545177,0.039669388,0.039055978,0.039055978,0.0233142,0.092686337,0.092686337,0.231546948,-0.010125151,-0.010125151,0.131817399,-0.112912528,-0.148433744,-0.141227506,-0.141227508,-0.050046259,-0.133841049,0.417416523,0.409143476,0.409143477,0.089593559,0.089566847,-0.253303464,-0.011388599,-0.028914596,-0.014611448,-0.172562807,-0.22452788,0.008556739,-0.017145816,0.00590451,-0.190566721,-0.189706558,-0.232595593,-0.094084626,0.375018196,0.37501818,-0.130615227,-0.218287537,0.241204703,0.345614852,0.2475628,0.355854371,0.005479655,0.435230749,0.178540341,0.149290359,1,0.395249818,0.618409887,-0.012120062,-0.016949154,-0.069746141,-0.054230001,0.614686909
DN,cs_tis,,,,,,-0.195148061,-0.19514806,-0.195148061,0.588612982,0.434259628,0.287972308,0.391587532,0.57842237,0.596134123,-0.098748867,-0.114892155,0.371973892,0.078152684,0.123278374,0.237796745,0.237796807,0.237796744,0.297002321,0.003530828,-0.030621307,-0.022832688,-0.092313684,-0.027366902,0.170465452,0.070589072,0.028227679,0.374162001,-0.080196113,-0.118835799,-0.225816272,-0.195272447,-0.195272447,0.039143289,-0.101699368,0.238356917,0.200167742,0.158485578,0.269006475,0.248278089,0.259787348,0.27709227,0.264204315,0.521839877,0.035975942,0.447255883,0.488387885,0.255428919,0.432469596,0.526025195,0.570754802,0.430885054,0.35793057,0.523287622,0.763920831,0.116633609,0.732548786,0.28678073,0.333347603,0.098096343,0.265613839,0.230178374,0.253361184,0.253361184,0.258129556,0.204229465,0.204229465,0.230738132,0.280099585,0.280099585,0.278079069,0.165486734,0.165486734,0.17106594,-0.195492808,-0.145932242,-0.091945503,-0.091945502,-0.114892155,-0.147917974,0.560089986,0.504606374,0.504606375,0.223848079,0.296369567,-0.3486219,0.168173288,0.072353947,0.16664873,-0.28410563,-0.374755021,0.169975976,0.086432949,0.167629485,-0.293334559,-0.299703587,-0.370883134,0.03128219,0.742326345,0.742326335,-0.24909223,-0.308640214,0.384842581,0.731807658,0.359269858,0.449404899,0.418674575,0.43210017,0.326538879,0.222638523,0.395249818,1,0.84478499,-0.221807579,-0.026746061,0.018597768,-0.046974605,0.769346221
DO,cs_ypas,,,,,,-0.208884633,-0.208884632,-0.208884633,0.577234942,0.354948183,0.187767134,0.319818908,0.491157524,0.536734989,-0.113745699,-0.103284951,0.39473795,0.02326545,0.083701222,0.195165405,0.195165626,0.195165406,0.276993874,0.024454908,0.012566021,0.025407504,-0.051082262,0.097981574,0.122020934,-0.016606499,-0.02233866,0.328817336,0.00262921,-0.017481119,-0.249563334,-0.215611966,-0.215611967,-0.00570578,-0.122663541,0.240868434,0.206447994,0.293787364,0.231592394,0.211121175,0.436445002,0.229786717,0.226869447,0.304803314,0.003204016,0.365068157,0.538386684,0.294153147,0.701013129,0.521821864,0.558946591,0.681722036,0.311759424,0.520272714,0.507084925,0.089856417,0.631457607,0.284894921,0.304617467,0.074039456,0.245665831,0.20905115,0.172646115,0.172646115,0.186193042,0.138421062,0.138421062,0.159727935,0.211096037,0.211096037,0.272164382,0.121221763,0.121221763,0.181040522,-0.209305632,-0.186019646,-0.136727977,-0.136727977,-0.103284951,-0.160530144,0.553353,0.530436602,0.530436602,0.183378921,0.223950841,-0.33830692,0.118714931,0.036290105,0.115590966,-0.294405893,-0.404629477,0.128359444,0.055913686,0.125484428,-0.312145147,-0.316653609,-0.394067469,0.038474904,0.753465222,0.753465214,-0.267674574,-0.317289828,0.404249302,0.480314799,0.621990548,0.456603071,0.33437217,0.478069319,0.285680284,0.255499605,0.618409887,0.84478499,1,-0.127461933,0.031371002,0.019320656,-0.041070553,0.809257992
DP,cs_pai,,,,,,-0.047317446,-0.047317446,-0.047317446,-0.102794654,-0.202875201,-0.490147215,-0.469163002,-0.43088799,-0.27429124,-0.025340513,0.028431079,0.011079938,-0.495692572,-0.433921159,-0.413811213,-0.41381106,-0.413811211,-0.258972101,-0.121954078,-0.140885197,-0.152449575,-0.114010447,-0.012877965,-0.302621926,-0.321563218,-0.351688364,-0.339111422,-0.088134183,-0.036415785,-0.034013411,-0.060123589,-0.060123589,-0.072213441,-0.170100281,-0.287591358,-0.232257761,-0.232822841,-0.277038384,-0.319553847,-0.107962421,-0.3381415,-0.273033302,-0.347001684,-0.096278308,-0.271186093,-0.177761785,-0.155560184,-0.110157702,-0.22487779,-0.258522543,-0.00278722,-0.280004786,-0.207346792,-0.256390758,-0.055745896,-0.185107167,-0.102413129,-0.159065256,-0.158902828,-0.145636161,-0.165457093,-0.588673803,-0.588673803,-0.6970084,-0.681865675,-0.681865675,-0.76164265,-0.634107372,-0.634107372,-0.209308731,-0.506708556,-0.506708556,-0.149651756,-0.04721075,-0.11834007,-0.148492102,-0.148492102,0.028431079,-0.107152889,-0.133895571,0.01432866,0.014328659,-0.679901507,-0.711065884,0.002647285,-0.504554752,-0.31605897,-0.513689938,-0.093812224,-0.166136864,-0.425724939,-0.398934369,-0.441355422,-0.047920447,-0.035263471,-0.074034554,-0.175008577,-0.05446726,-0.054467247,-0.053004138,0.050459616,-0.003585197,-0.243784917,-0.088078762,-0.18144888,-0.215176396,-0.148840679,-0.260085974,-0.136701754,-0.012120062,-0.221807579,-0.127461933,1,0.692000143,0.602082217,0.32685492,-0.254372518
DQ,cs_ped_saf,,,,,,0.047487869,0.047487869,0.047487869,-0.079828549,-0.130966335,-0.464356777,-0.272821618,-0.32227783,-0.221412938,-0.124351344,-0.068582908,-0.063820831,-0.325267346,-0.327919363,-0.346378524,-0.346378436,-0.346378525,-0.247249155,-0.089724069,-0.15525337,-0.176411135,0.03121201,-0.001066544,-0.336895498,-0.201958939,-0.288263112,-0.344495887,0.012746455,0.067037097,0.05146964,0.047164635,0.047164635,-0.032499382,-0.128792287,-0.249046795,-0.13986456,-0.116992099,-0.276544822,-0.285058772,-0.107837053,-0.277959972,-0.27375468,-0.226147862,-0.082421761,-0.172596478,-0.14767694,-0.091313073,0.003959494,-0.223081995,-0.251475844,-0.01086126,-0.234428873,-0.210103291,-0.153301931,-0.03382906,-0.093870582,-0.07439532,-0.113036486,-0.082114378,-0.139426965,-0.094375359,-0.332766562,-0.332766562,-0.210885981,-0.414954347,-0.414954347,-0.325158662,-0.523398883,-0.523398883,-0.519723462,-0.406511405,-0.406511405,-0.381783774,0.047549318,-0.05190544,-0.052457755,-0.052457754,-0.068582908,-0.044442193,-0.073572455,-0.058611437,-0.058611437,-0.756147471,-0.770017428,0.083519279,-0.279445659,-0.176394269,-0.284691604,0.04139666,-0.017948991,-0.253695654,-0.204200895,-0.259057502,0.028698168,0.035653583,0.029249846,-5.54226E-05,0.188459956,0.188459998,0.053147418,0.061140177,-0.070352428,-0.144294484,0.009477001,-0.185165444,-0.131439261,-0.110740208,-0.220975273,-0.076723168,-0.016949154,-0.026746061,0.031371002,0.692000143,1,0.806098176,0.527650522,-0.16859507
DR,cs_cyc_saf,,,,,,0.097995797,0.097995796,0.097995797,-0.083700987,-0.092512857,-0.334884029,-0.233166721,-0.253629914,-0.153215089,-0.093853789,-0.048744776,-0.147971174,-0.278458316,-0.240949014,-0.302463964,-0.302463841,-0.302463963,-0.186238352,-0.061290087,-0.136617984,-0.157561637,0.076820308,-0.006843752,-0.325571168,-0.135914495,-0.239099572,-0.321105324,0.03560609,0.088769499,0.093746233,0.082908632,0.082908632,-0.029499119,-0.081934607,-0.229354371,-0.095066699,-0.095856623,-0.222234789,-0.236049107,-0.126292655,-0.222902619,-0.22177872,-0.175479669,-0.012761805,0.076784563,-0.170678473,-0.064252303,-0.022062334,-0.182300466,-0.223830664,-0.065422583,-0.167668789,-0.176504204,-0.099187011,0.045226048,0.230672203,-0.059163287,-0.017930192,-0.042476816,-0.039541408,-0.09465858,-0.275539973,-0.275539973,-0.15979859,-0.310416505,-0.310416505,-0.235814292,-0.382196979,-0.382196979,-0.360921412,-0.376094247,-0.376094247,-0.489473916,0.098136497,-0.003868448,-0.005298872,-0.005298872,-0.048744776,0.003360464,-0.094228204,-0.090331645,-0.090331644,-0.768158198,-0.761584218,0.101098312,-0.227486122,-0.145312796,-0.231994441,0.119130292,0.127158179,-0.219901632,-0.179685303,-0.224865766,0.111452908,0.11517285,0.116981204,-0.085575393,-0.090435404,-0.090435364,0.11305335,0.125886809,-0.158360867,-0.095073398,-0.015655277,-0.163926849,0.05410116,-0.134129996,-0.163415222,-0.057150845,-0.069746141,0.018597768,0.019320656,0.602082217,0.806098176,1,0.460070595,-0.09244331
DS,cs_tsfy,,,,,,0.005907548,0.005907547,0.005907548,-0.067796427,-0.06022409,-0.226250147,-0.114122581,-0.159109318,-0.143860742,-0.045426558,-0.046920221,-0.012571576,-0.136724139,-0.18651646,-0.211085373,-0.211085227,-0.211085375,-0.22358057,-0.029045484,-0.091368914,-0.122022951,0.001017334,-0.004082773,-0.179814877,-0.063807219,-0.123311634,-0.250487317,0.000946375,0.030988605,0.006682984,0.006095481,0.006095481,-0.008153044,-0.050880365,-0.118520222,-0.034451762,-0.085129219,-0.141565021,-0.132185174,-0.136635895,-0.243409509,-0.139072401,-0.125063833,-0.037078779,-0.097767072,-0.068338138,-0.040063867,-0.037036211,-0.131091375,-0.126429003,-0.068899432,-0.235276497,-0.125122834,-0.097364718,0.006107128,-0.070701296,-0.076327827,-0.101919366,-0.053687679,-0.098705854,-0.058967016,-0.18381235,-0.18381235,-0.111114792,-0.195731992,-0.195731992,-0.138869556,-0.302960534,-0.302960534,-0.386658842,-0.276609525,-0.276609525,-0.377242767,0.005947895,0.00358587,-0.004715303,-0.004715303,-0.046920221,-0.011559645,-0.074376774,-0.109451793,-0.109451794,-0.372906464,-0.355471658,0.047178967,-0.158681668,-0.057272376,-0.155719922,0.006321047,-0.003770462,-0.151196959,-0.078502568,-0.149300519,0.006089236,0.007249379,0.007347608,0.014570165,0.06345,0.063449994,0.007083264,0.015122255,-0.017127288,-0.083284562,-0.039808481,-0.114510439,-0.112038323,-0.038122221,-0.222972866,-0.031191113,-0.054230001,-0.046974605,-0.041070553,0.32685492,0.527650522,0.460070595,1,-0.129572944
