col,var,stfid,fipsstco,tract,group,ct_bg_id,area_sqft,area_sqmi,area_acres,int_densit,rfa,mix_fl_3,nrd_06_upd,wlk_ind_06,walk_index,num_hous_h,tot_pop,urban_bg,fast_fd_ct,grocery_ct,fast_f_den,ff_dens_ac,ff_den_100,grocer_den,library_p,child_care,chld_cr_ct,park_count,elem_sch_p,bus_stop_p,lrt_cr_stp,bus_stp_ct,bus_sp_den,park_prese,park_inter,p_acreage,pk_acr_den,pk_den1000,hospital_p,du_tot2010,du_res_day,du_res_lib,du_res_par,du_res_gro,du_res_fas,du_res_ele,du_health,du_heafood,du_hou_tsa,du_pollu,du_hou_bik,per_du_day,per_du_lib,per_du_par,per_du_gro,per_du_ff,per_du_ele,per_du_hea,per_duhfoo,per_du_tsa,per_du_pol,per_dubik2,ct_minori,ct_low_inc,ct_low_mob,ct_low_com,ct_concern,ct_ma_misc,ct_mali_yr,crim_mapop,ct_violnt5,ct_vio_yr2,crm_rt_vio,ped_inv_ct,ped_dayyr2,ped_c_rate,cyc_inv_ct,cyc_dayyr2,cyc_c_rate,daypoparea,daypop_per,day_pop_bg,daypop_1x3,totpop1000,res_pop_10,pop_den_10,pop_den_mi,pop_den_ac,arter_den,traf_volum,tot_par_ct,lot_sur_ct,lot_str_ct,pk_lot_ct,vacnt_ct,per_vacant,per_lot_su,per_lot_st,per_pk_lot,road_allft,rd_walk_ft,rd_walk_10,sidewk_ft2,sidewk_rdn,side_c_per,side_none,side_parti,side_atlas,cn_transit,cn_parks,cn_he_food,cn_trails,cn_daycare,cn_health,cn_library,cn_elem_sc,cs_tis,cs_ypas,cs_pai,cs_ped_saf,cs_cyc_saf,cs_tsfy,nu_cn_indi
AM,pk_den1000,,,,,,0.481672251,0.48167225,0.481672251,-0.166212845,-0.120236406,-0.081557641,-0.075175939,-0.148973771,-0.154965533,-0.026220452,-0.019750895,-0.433785954,-0.020988449,0.019829695,-0.038973437,-0.038973462,-0.038973436,-0.043654941,0.101048552,-0.011651989,-0.004386702,0.08077976,0.016471273,-0.094002982,-0.020534042,-0.038291108,-0.072043762,0.05677438,0.11479997,0.858177697,1,1,-0.010206853,-0.011504078,-0.105919044,-0.036066267,-0.087240574,-0.098504352,-0.10301726,-0.088865158,-0.041355326,-0.099685386,-0.079287004,-0.02159255,-0.078083634,-0.166398985,-0.0449672,-0.147673442,-0.156192671,-0.180254788,-0.121051923,-0.049877989,-0.159670553,-0.109284183,-0.018734373,-0.106047734,-0.064082403,-0.044625683,0.08183696,-0.016010943,-0.004139349,-0.069517111,-0.069517111,-0.045676293,-0.02424406,-0.02424406,-0.010134621,-0.054369654,-0.054369654,-0.049837726,-0.036217243,-0.036217243,-0.016047757,0.481477688,0.03006627,0.125438507,0.125438507,-0.019750895,-0.00141068,-0.13819752,-0.127283118,-0.127283119,-0.124881381,-0.151920422,0.15503238,-0.024688364,-0.009906945,-0.024365547,0.398270491,0.559974039,-0.021361219,-0.008864191,-0.020830818,0.347737244,0.354963562,0.490304837,-0.089547853,-0.222276421,-0.22227642,0.548127681,0.095888656,-0.394344314,-0.10098225,-0.121720444,-0.145368701,-0.050608556,-0.142872091,-0.047295732,-0.039454673,-0.104396122,-0.195272447,-0.215611967,-0.060123589,0.047164635,0.082908632,0.006095481,-0.171205787
AN,hospital_p,,,,,,-0.008485331,-0.00848533,-0.008485331,-0.01605869,0.027180256,0.064025898,0.000734798,0.024942968,0.020496498,0.017408192,0.041103888,0.022444447,0.062878781,0.027912707,0.019707398,0.019707017,0.019707398,-0.005189449,-0.020279359,0.026665723,0.044487895,0.021331243,-0.018280714,0.057343509,0.049301335,0.103263587,0.029776545,0.022061324,0.010002351,-0.011744268,-0.010206853,-0.010206853,1,0.038689094,0.06003772,0.011783037,0.036373945,0.061059194,0.05664353,0.022538321,0.193632237,0.059822119,0.109759348,0.018779258,0.02703703,0.026371314,-0.001738225,-0.003056723,0.024579349,0.036806798,-0.031003606,0.171029355,0.023224655,0.069196624,0.005557066,0.007398572,-0.005659565,0.014956629,-0.009571097,0.001503873,0.030028713,0.101116119,0.101116119,0.070234813,0.068397444,0.068397444,0.047874475,0.069303452,0.069303452,-0.026858258,0.045535873,0.045535873,-0.036523031,-0.008610546,0.056280419,0.084912499,0.0849125,0.041103888,0.065824665,-0.005723661,-0.035923404,-0.035923405,0.027894053,0.082600292,0.005429917,0.033821447,0.03106745,0.035802375,-0.012558175,-0.012886876,0.013162286,0.018023819,0.014316281,-0.002600879,-0.00516491,-0.002750907,0.055133405,0.01093762,0.01093765,-0.012645983,-0.023878811,0.024686147,0.062181082,-0.005847784,0.043627036,0.003425863,0.029130931,0.162026519,-0.005117113,-0.027052774,0.039143289,-0.00570578,-0.072213441,-0.032499382,-0.029499119,-0.008153044,0.051736544
AO,du_tot2010,,,,,,0.176235998,0.176235998,0.176235998,-0.188752792,-0.008194667,0.062621206,0.104780936,-0.011010903,-0.103341121,0.807653102,0.683146481,-0.189613784,0.200665403,0.132613092,-0.01465185,-0.014651839,-0.014651852,-0.047199609,0.06812579,0.184290079,0.165451373,0.465027799,0.208260047,0.130477255,0.081236869,0.345674861,-0.063086582,0.243894907,0.210605518,0.029764281,-0.011504078,-0.011504078,0.038689094,1,0.58664063,0.202620179,0.745986913,0.571006035,0.714382396,0.454831958,0.135222652,0.576907552,0.359535299,0.389358298,0.537673996,-0.118970208,-0.04239878,-0.063352513,-0.105037262,-0.077635007,-0.142173168,-0.049584273,-0.106062505,-0.093818541,0.016058383,-0.006769894,-0.125841166,-0.097480991,-0.035596066,-0.125232045,-0.122273015,0.424322737,0.424322737,0.102939371,0.252691056,0.252691056,0.066145546,0.182851043,0.182851043,-0.10192354,0.200912946,0.200912946,-0.085239689,0.176256599,0.477985356,0.29729338,0.297293382,0.683146481,0.79362936,-0.070220997,-0.109630438,-0.109630438,0.146844312,0.116318464,0.644464098,0.183382562,0.120872627,0.187533745,0.258425428,0.085704114,0.077828242,0.069967759,0.080336605,0.407081576,0.405967709,0.32243069,0.655983881,-0.127387094,-0.127387082,-0.004643237,0.28932661,-0.233009769,-0.098184501,-0.060885789,-0.11025572,0.02442753,-0.120132247,-0.039953416,-0.050606599,-0.138209197,-0.101699368,-0.122663541,-0.170100281,-0.128792287,-0.081934607,-0.050880365,-0.133119229
AP,du_res_day,,,,,,-0.038570466,-0.038570465,-0.038570466,0.200446398,0.260850138,0.292229069,0.320573993,0.365481381,0.291754379,0.56453902,0.408216737,0.127908738,0.200910051,0.205531132,0.135315008,0.135315188,0.135315008,0.144579608,0.101415583,0.325703573,0.301227788,0.147097254,0.117203789,0.249014409,0.066759589,0.259637625,0.179288386,0.091221658,0.039976401,-0.114980099,-0.105919044,-0.105919044,0.06003772,0.58664063,1,0.38688047,0.584410424,0.757368695,0.787463869,0.546368739,0.423376278,0.760540396,0.525172596,0.240975305,0.475539696,0.570231349,0.173092833,0.156098941,0.325291391,0.349421049,0.192377491,0.216773489,0.326357528,0.215499442,0.02764343,0.168688068,0.062963956,0.11019203,0.025538297,0.094755172,0.043547426,0.439329341,0.439329341,0.175812195,0.366125179,0.366125179,0.188046545,0.342314479,0.342314479,0.098607843,0.294288345,0.294288345,0.078724381,-0.038903694,0.257471359,0.112084818,0.11208482,0.408216737,0.37279963,0.301447213,0.255306713,0.255306713,0.277296001,0.329136725,0.08869897,0.259514097,0.177962601,0.266345632,-0.031939893,-0.116434062,0.187400971,0.12851646,0.188730429,0.020580818,0.016493376,-0.060520719,0.281804228,0.149290465,0.149290472,-0.134061139,-0.069102223,0.127452746,0.201446884,0.133399023,0.290306911,0.120392868,0.531761741,0.199043679,0.138587946,0.193763498,0.238356917,0.240868434,-0.287591358,-0.249046795,-0.229354371,-0.118520222,0.388582877
AQ,du_res_lib,,,,,,-0.036178804,-0.036178804,-0.036178804,0.21658877,0.288801692,0.258785192,0.3694731,0.386977754,0.304367548,0.176689678,0.069028441,0.071480644,0.122203709,0.146018488,0.198107952,0.198108091,0.198107951,0.184951803,0.381152746,0.038573637,0.040182322,0.071560329,-0.030823142,0.092177784,0.085107062,0.06743936,0.177013664,0.031013553,0.007921529,-0.038251766,-0.036066267,-0.036066267,0.011783037,0.202620179,0.38688047,1,0.297511043,0.395346668,0.376301693,0.202415012,0.329079111,0.390569947,0.262248648,0.01745711,0.299891169,0.236762126,0.810136442,0.193095053,0.271841671,0.257430901,0.092719888,0.219880066,0.263169777,0.162545777,-0.023073391,0.176542426,0.024393233,0.051125803,0.073975819,0.05848935,0.018370884,0.214466882,0.214466882,0.131578196,0.320696851,0.320696851,0.278938349,0.28977816,0.28977816,0.091300355,0.191529009,0.191529009,0.061261607,-0.036353931,0.025352408,0.019834601,0.0198346,0.069028441,0.068983063,0.20343052,0.156928161,0.156928161,0.166232022,0.163176738,-0.032530212,0.280804212,0.168474251,0.284859953,0.013170538,-0.046806559,0.252347541,0.193224333,0.256515167,-0.042964697,-0.044311929,-0.053171155,0.057267585,0.108823617,0.108823604,-0.049289331,-0.06363925,0.068795515,0.158035476,0.17791835,0.24749695,0.112800404,0.202769431,0.208363585,0.739500403,0.089879525,0.200167742,0.206447994,-0.232257761,-0.13986456,-0.095066699,-0.034451762,0.386471423
AR,du_res_par,,,,,,0.044310184,0.044310184,0.044310184,0.049523475,0.150953232,0.134435783,0.260694468,0.202190299,0.123022882,0.539447321,0.468934972,0.006364214,0.194248492,0.15237165,0.066234399,0.066234399,0.066234398,0.063708297,0.080582195,0.124715038,0.117750887,0.508979793,0.174608509,0.138521147,0.056549621,0.283025838,0.063518423,0.328242504,0.307313472,-0.099040427,-0.087240574,-0.087240574,0.036373945,0.745986913,0.584410424,0.297511043,1,0.562361643,0.68428746,0.539267795,0.25891723,0.565486099,0.430022503,0.284421694,0.543780061,0.088479327,0.104856609,0.499400504,0.11801865,0.153023558,0.057268807,0.098849815,0.118410953,0.098457575,0.020509858,0.145758664,0.020961873,0.031485379,-0.002807675,-0.01606951,0.007372824,0.444387364,0.444387364,0.208340177,0.296930787,0.296930787,0.166594362,0.253781813,0.253781813,-0.013546922,0.258998781,0.258998781,-0.023286446,0.043934035,0.324276511,0.227791291,0.227791292,0.468934972,0.570512046,0.143062027,0.10132105,0.10132105,0.195833315,0.189310609,0.359877441,0.266170255,0.125711956,0.265308024,0.084025056,-0.066802043,0.164336289,0.108216895,0.164973641,0.178543924,0.175172617,0.079577961,0.550616813,0.110560457,0.110560465,-0.098404913,0.099821825,-0.023710182,0.084852843,0.467726945,0.104864266,0.143636118,0.062660544,0.10014331,0.081451645,0.054541336,0.158485578,0.293787364,-0.232822841,-0.116992099,-0.095856623,-0.085129219,0.230701189
AS,du_res_gro,,,,,,-0.037632741,-0.03763274,-0.037632741,0.20956778,0.317554756,0.386744083,0.361931565,0.433011739,0.34903078,0.573106877,0.383149149,0.146795724,0.225045306,0.287899843,0.169099703,0.169099738,0.169099703,0.186636932,0.090222871,0.121531198,0.119920322,0.088105146,0.057095811,0.234820858,0.128191802,0.255177356,0.199155885,0.064630986,0.027068942,-0.107888606,-0.098504352,-0.098504352,0.061059194,0.571006035,0.757368695,0.395346668,0.562361643,1,0.86825096,0.502341788,0.41213233,0.994559085,0.643176796,0.302512774,0.515151436,0.308056253,0.191976715,0.175735788,0.571529861,0.446729102,0.143983507,0.216079128,0.563602709,0.280843556,0.075260287,0.20098694,0.067365832,0.114675828,0.030062567,0.106210403,0.048388925,0.407437483,0.407437483,0.10726829,0.393663107,0.393663107,0.193306902,0.386181398,0.386181398,0.112923808,0.331203961,0.331203961,0.077134267,-0.037986373,0.228423263,0.124040553,0.124040555,0.383149149,0.3241985,0.313864759,0.275110292,0.275110292,0.30250179,0.321816605,-0.01475945,0.271320684,0.172728642,0.276616743,-0.060782288,-0.101362039,0.207038601,0.133563771,0.207514734,0.009135716,0.000430185,-0.08164617,0.174089305,0.11997419,0.119974201,-0.112993304,-0.087281337,0.133264884,0.26317154,0.146009907,0.524443143,0.146130247,0.273687819,0.209130172,0.152203449,0.145551488,0.269006475,0.231592394,-0.277038384,-0.276544822,-0.222234789,-0.141565021,0.400987936
AT,du_res_fas,,,,,,-0.038864523,-0.038864522,-0.038864523,0.135546833,0.271021949,0.375573827,0.329114751,0.377436745,0.281322146,0.640768743,0.433054551,0.119243721,0.287827783,0.229504712,0.147980592,0.147980607,0.147980591,0.123486919,0.101283836,0.144085018,0.146825329,0.19662212,0.097191286,0.243501574,0.13390341,0.287602132,0.155158238,0.095239676,0.066854792,-0.112943244,-0.10301726,-0.10301726,0.05664353,0.714382396,0.787463869,0.376301693,0.68428746,0.86825096,1,0.564353035,0.364199997,0.872365584,0.626408794,0.347810861,0.596196886,0.252607126,0.146347928,0.158662032,0.357312821,0.500857652,0.103432918,0.168399591,0.358715024,0.233494403,0.082536637,0.200729056,0.021355387,0.06672994,0.008709012,0.046832703,0.013532932,0.478564939,0.478564939,0.189051579,0.38959284,0.38959284,0.197823434,0.366795295,0.366795295,0.07690993,0.3337986,0.3337986,0.051626375,-0.03936151,0.272055062,0.154445585,0.154445588,0.433054551,0.431143536,0.259681588,0.220516605,0.220516604,0.335999107,0.344737631,0.111675338,0.272299501,0.16986661,0.277131965,-0.025967846,-0.117889845,0.18348705,0.125759195,0.184780018,0.033806276,0.023332585,-0.044400146,0.350953797,0.121267635,0.121267647,-0.14375099,-0.032606491,0.110186102,0.217355257,0.129861896,0.325338216,0.172986369,0.225096498,0.164389916,0.116479432,0.110400005,0.248278089,0.211121175,-0.319553847,-0.285058772,-0.236049107,-0.132185174,0.312066498
AU,du_res_ele,,,,,,-0.075527485,-0.075527484,-0.075527485,0.220633825,0.124192075,0.085105461,0.102312114,0.183662375,0.201619843,0.416389856,0.31331047,0.107387855,0.07916336,0.120901701,0.041696117,0.041696372,0.041696117,0.113121893,0.052080918,0.197765485,0.179900203,0.135597522,0.362620547,0.168722861,-0.037568166,0.080224143,0.108508266,0.056218002,0.029312241,-0.093990289,-0.088865158,-0.088865158,0.022538321,0.454831958,0.546368739,0.202415012,0.539267795,0.502341788,0.564353035,1,0.247895585,0.500710379,0.425581748,0.194004555,0.388733475,0.294022505,0.098799647,0.187792541,0.246358106,0.265435223,0.652117721,0.128839272,0.245643076,0.214339825,0.034688092,0.135813843,0.175592949,0.113924178,-0.032791283,0.137669545,0.069868107,0.325444893,0.325444893,0.101874995,0.176897698,0.176897698,0.018855582,0.20430761,0.20430761,0.126885706,0.133896333,0.133896333,0.075666534,-0.076060328,0.195892567,-0.02332046,-0.023320461,0.31331047,0.284652479,0.295663585,0.297424558,0.297424558,0.175253114,0.169230044,0.157397336,0.110968396,0.031346969,0.107691625,-0.045422709,-0.153776273,0.042903464,-0.000215377,0.039714081,-0.054250286,-0.05404931,-0.048906696,0.341130417,0.231675325,0.231675316,-0.115604148,-0.061593901,0.098550354,0.201229598,0.180570502,0.22296512,0.049297979,0.250466431,0.116348808,0.080681388,0.60597999,0.259787348,0.436445002,-0.107962421,-0.107837053,-0.126292655,-0.136635895,0.386123653
AV,du_health,,,,,,-0.04511675,-0.045116749,-0.04511675,0.278597942,0.288103255,0.334102161,0.40753793,0.446419806,0.380001019,0.11745903,0.067777238,0.09211426,0.13507759,0.193197223,0.220703641,0.220703413,0.220703639,0.230186976,0.056245916,0.085940732,0.070952973,-0.018379838,-0.01746425,0.187658853,0.113012935,0.160840552,0.332536419,-0.010397075,-0.039825402,-0.047859444,-0.041355326,-0.041355326,0.193632237,0.135222652,0.423376278,0.329079111,0.25891723,0.41213233,0.364199997,0.247895585,1,0.407544108,0.42156018,0.092587112,0.257704226,0.306255152,0.227073803,0.195211962,0.315943795,0.303164697,0.132353987,0.819285037,0.305064322,0.311713706,0.039102263,0.182375674,0.193760891,0.273407413,0.190779047,0.242204398,0.203214703,0.316546716,0.316546716,0.184392708,0.406774083,0.406774083,0.30074601,0.412209779,0.412209779,0.191380024,0.306968157,0.306968157,0.129536354,-0.045225437,0.058028718,0.023564707,0.023564707,0.067777238,0.040959743,0.324695146,0.282135691,0.282135692,0.250440252,0.304218904,-0.145942486,0.387463957,0.187941977,0.386893438,-0.060366434,-0.026901583,0.309944802,0.176312921,0.307871258,-0.066559345,-0.069855895,-0.086858111,-0.029988158,0.125817225,0.12581726,-0.048282463,-0.10019488,0.103100404,0.290958724,0.150303441,0.274111661,0.135166388,0.253537726,0.787051407,0.197270066,0.128493661,0.27709227,0.229786717,-0.3381415,-0.277959972,-0.222902619,-0.243409509,0.44345971
AW,du_heafood,,,,,,-0.038421636,-0.038421635,-0.038421636,0.2066849,0.309443212,0.385061796,0.359571828,0.427812972,0.344148461,0.580445075,0.387695868,0.144722419,0.224938541,0.283778987,0.168025023,0.16802506,0.168025023,0.181802648,0.088523799,0.123814222,0.120844485,0.092904411,0.054993146,0.237948745,0.126224477,0.25569521,0.196969039,0.068983605,0.031646052,-0.109261053,-0.099685386,-0.099685386,0.059822119,0.576907552,0.760540396,0.390569947,0.565486099,0.994559085,0.872365584,0.500710379,0.407544108,1,0.639671005,0.306326733,0.514839499,0.305545913,0.186765586,0.175192318,0.55824311,0.444532747,0.13800267,0.210549843,0.564342137,0.276635976,0.07706869,0.195424999,0.065775518,0.109592995,0.027006233,0.0992109,0.045853766,0.40578126,0.40578126,0.103751113,0.391462453,0.391462453,0.19020038,0.384043802,0.384043802,0.110983694,0.330018899,0.330018899,0.075794735,-0.0387672,0.232821218,0.124351921,0.124351922,0.387695868,0.32989188,0.307452406,0.272295562,0.272295562,0.299623079,0.319442265,-0.010277209,0.269492273,0.171716806,0.274773717,-0.061459481,-0.101518839,0.205202546,0.132385135,0.205675144,0.009751146,0.001055414,-0.080723494,0.17921163,0.119007216,0.119007222,-0.114482519,-0.082399421,0.12870344,0.258801214,0.144695027,0.524696378,0.14396039,0.272315304,0.203666373,0.146869253,0.139603928,0.264204315,0.226869447,-0.273033302,-0.27375468,-0.22177872,-0.139072401,0.395288848
AX,du_hou_tsa,,,,,,-0.073739647,-0.073739647,-0.073739647,0.30482189,0.312227121,0.309548698,0.418054349,0.457074711,0.37319899,0.295240915,0.157631803,0.132641398,0.183870199,0.211381891,0.170063102,0.170062773,0.170063101,0.193210534,0.022154543,0.039622652,0.02069553,0.078630951,0.020788426,0.241323618,0.213785807,0.204175961,0.26049566,0.022590043,-0.006186995,-0.091575272,-0.079287003,-0.079287004,0.109759348,0.359535299,0.525172596,0.262248648,0.430022503,0.643176796,0.626408794,0.425581748,0.42156018,0.639671005,1,0.246972438,0.419870381,0.269696781,0.146246538,0.19249186,0.35779135,0.374275503,0.18199166,0.268070436,0.353829281,0.6983686,0.077102522,0.247322808,0.210628096,0.183514876,0.053573623,0.187828676,0.188653604,0.450817132,0.450817132,0.283123729,0.379981415,0.379981415,0.275452257,0.38657406,0.38657406,0.128169862,0.268119432,0.268119432,0.044997111,-0.073985932,0.154446743,0.074985923,0.074985923,0.157631803,0.17486932,0.384836669,0.311690267,0.311690268,0.271899567,0.325799107,-0.093565772,0.311199906,0.136073321,0.308681295,-0.099718605,-0.125087749,0.245470168,0.132693559,0.24300947,-0.086008818,-0.092562728,-0.107905807,0.118581617,0.221677132,0.221677143,-0.100539293,-0.12130801,0.137176228,0.672909837,0.146706689,0.317948958,0.202388187,0.227654171,0.248974967,0.119319914,0.191994987,0.521839877,0.304803314,-0.347001684,-0.226147862,-0.175479669,-0.125063833,0.458431232
AY,du_pollu,,,,,,0.098920039,0.098920039,0.098920039,-0.082816708,0.044669621,0.169831449,0.124096905,0.087534584,0.027403078,0.370675807,0.385813546,0.012431473,0.120410628,0.101541538,-0.014361867,-0.01436208,-0.014361869,-0.001694691,0.018623338,0.049749493,0.045784934,0.095112149,0.033033788,0.073156278,0.121762608,0.296956479,0.014154661,0.07212875,0.062807244,-0.020261594,-0.02159255,-0.02159255,0.018779258,0.389358298,0.240975305,0.01745711,0.284421694,0.302512774,0.347810861,0.194004555,0.092587112,0.306326733,0.246972438,1,0.302305646,-0.022804979,-0.039360579,-0.008941156,0.039871576,0.06698717,-0.024272282,0.013523696,0.04069271,0.038368487,0.743610194,0.083165684,-0.020780761,0.054388095,0.02732484,0.001042983,-0.010558695,0.198037537,0.198037537,0.074630377,0.151006645,0.151006645,0.072639462,0.189245867,0.189245867,0.004500778,0.152559965,0.152559965,-0.026402054,0.09888813,0.216714918,0.260391232,0.260391234,0.385813546,0.36966131,0.008966694,-0.024153262,-0.024153262,0.078025191,0.060457065,0.029269846,0.161785077,0.090352594,0.163191933,-0.005157124,0.003532034,0.119989532,0.052129573,0.117285674,0.237567301,0.21090811,0.027323744,0.132374783,-0.041373111,-0.041373098,-0.051030804,0.051873209,0.016988036,0.041438023,-0.014235361,0.045473931,0.067638696,-0.008636136,0.013030195,-0.030571893,-0.019673999,0.035975942,0.003204016,-0.096278308,-0.082421761,-0.012761805,-0.037078779,0.024719086
AZ,du_hou_bik,,,,,,0.00991289,0.00991289,0.00991289,0.119651562,0.22525473,0.241743606,0.328601284,0.310122721,0.218498328,0.423298895,0.308167116,0.070930619,0.183195085,0.15345523,0.114467978,0.114467881,0.114467977,0.100242968,0.066623638,0.074234184,0.058365223,0.253815759,0.081264299,0.099302337,0.133021525,0.211400952,0.120159066,0.113478991,0.10012882,-0.090258899,-0.078083634,-0.078083634,0.02703703,0.537673996,0.475539696,0.299891169,0.543780061,0.515151436,0.596196886,0.388733475,0.257704226,0.514839499,0.419870381,0.302305646,1,0.112559066,0.118511585,0.149835472,0.160731988,0.206608321,0.035480637,0.118472066,0.153239644,0.176302786,0.087189142,0.68983788,-0.042815592,0.052379017,0.032822447,-0.012186234,-0.047482653,0.35985877,0.35985877,0.217846109,0.28369103,0.28369103,0.208527959,0.291565309,0.291565309,0.056844171,0.276594556,0.276594556,0.055529118,0.009722305,0.215412271,0.182318742,0.182318742,0.308167116,0.369088939,0.149520878,0.10509616,0.10509616,0.225222127,0.237029766,0.128047644,0.280433886,0.192535153,0.287847524,-0.024168836,-0.081373136,0.208426039,0.145533064,0.210210845,0.102994827,0.095064832,-0.004060301,0.322053285,0.134060582,0.134060585,-0.100328028,0.015071871,0.057685594,0.167961048,0.123586529,0.122340472,0.447486382,0.098857333,0.112054079,0.091879239,0.027817426,0.447255883,0.365068157,-0.271186093,-0.172596478,0.076784563,-0.097767072,0.302758882
BA,per_du_day,,,,,,-0.16401904,-0.164019039,-0.16401904,0.528110347,0.395954781,0.316514932,0.266436579,0.514376123,0.552579594,-0.068567779,-0.078630835,0.319700065,0.055560513,0.135883901,0.209842723,0.209843027,0.209842723,0.273105551,0.054223277,0.280848525,0.26317968,-0.152915087,0.001630453,0.208885602,-0.013075456,0.033274264,0.331559067,-0.125475748,-0.174751229,-0.185551777,-0.166398985,-0.166398985,0.026371314,-0.118970208,0.570231349,0.236762126,0.088479327,0.308056253,0.252607126,0.294022505,0.306255152,0.305545913,0.269696781,-0.022804979,0.112559066,1,0.311497471,0.335641927,0.584220913,0.601707891,0.495710741,0.368561634,0.586554564,0.434918819,0.023646588,0.273175715,0.263117826,0.308719939,0.068903478,0.300722537,0.198914877,0.172021985,0.172021985,0.15573217,0.190057421,0.190057421,0.168947307,0.232689706,0.232689706,0.271025758,0.149926093,0.149926093,0.215138786,-0.164447522,-0.16571632,-0.135276491,-0.13527649,-0.078630835,-0.163232523,0.49916052,0.46955744,0.469557441,0.168371362,0.27382188,-0.34478113,0.095612794,0.053693302,0.096485243,-0.231414812,-0.254480462,0.107106712,0.061929277,0.106508177,-0.254268459,-0.256507664,-0.320945638,-0.128097639,0.385435808,0.385435788,-0.202319805,-0.286613379,0.331272712,0.414936426,0.281085737,0.528651325,0.146198695,0.914050862,0.332533229,0.278554288,0.47247915,0.488387885,0.538386684,-0.177761785,-0.14767694,-0.170678473,-0.068338138,0.729137885
BB,per_du_lib,,,,,,-0.053493117,-0.053493117,-0.053493117,0.327778799,0.322447313,0.261533253,0.254571882,0.398839108,0.390697439,-0.041398467,-0.082913255,0.111193305,0.059587786,0.11769388,0.205144153,0.205144237,0.205144153,0.228583933,0.372052554,0.017518472,0.02422443,-0.025416377,-0.058242054,0.0712589,0.018992948,0.013162589,0.228456604,-0.028047102,-0.042488299,-0.049871288,-0.0449672,-0.0449672,-0.001738225,-0.04239878,0.173092833,0.810136442,0.104856609,0.191976715,0.146347928,0.098799647,0.227073803,0.186765586,0.146246538,-0.039360579,0.118511585,0.311497471,1,0.260790933,0.346730242,0.320835721,0.191533709,0.263661895,0.340168858,0.210135179,-0.01347771,0.191796459,0.067369799,0.100829749,0.079105727,0.100198653,0.049047022,0.097990862,0.097990862,0.127070995,0.178260406,0.178260406,0.205153565,0.195505051,0.195505051,0.152638191,0.120641912,0.120641912,0.116279738,-0.053637899,-0.12828639,-0.04703018,-0.04703018,-0.082913255,-0.101775447,0.226845256,0.194860549,0.194860549,0.115725609,0.104397961,-0.167105941,0.155161033,0.068965651,0.154060527,-0.070683915,-0.093434759,0.164705179,0.097227683,0.164020015,-0.094759456,-0.095102566,-0.120266973,-0.08765557,0.169810769,0.16981076,-0.05566108,-0.112530068,0.114673273,0.201041397,0.231374287,0.314732543,0.117151462,0.262440486,0.245147899,0.925041282,0.163751754,0.255428919,0.294153147,-0.155560184,-0.091313073,-0.064252303,-0.040063867,0.489047706
BC,per_du_par,,,,,,-0.125911626,-0.125911625,-0.125911626,0.368422463,0.266955842,0.141242039,0.249709872,0.350766742,0.371298779,-0.084952994,-0.060387865,0.236032352,0.034016161,0.081318221,0.13843441,0.138434431,0.138434411,0.190770743,0.051665362,-0.011262428,0.007307105,0.137647899,0.01148467,0.079075528,0.008687384,0.015321453,0.211720455,0.219986713,0.237549938,-0.176882637,-0.147673442,-0.147673442,-0.003056723,-0.063352513,0.156098941,0.193095053,0.499400504,0.175735788,0.158662032,0.187792541,0.195211962,0.175192318,0.19249186,-0.008941156,0.149835472,0.335641927,0.260790933,1,0.377022462,0.394112685,0.293450974,0.248428717,0.380997757,0.321734176,0.051173178,0.271943327,0.206917556,0.191935039,0.030804092,0.151772152,0.154798546,0.130347442,0.130347442,0.148584472,0.134015862,0.134015862,0.15314375,0.156961892,0.156961892,0.128153821,0.144113102,0.144113102,0.085845582,-0.126131756,-0.114931466,-0.049977003,-0.049977002,-0.060387865,-0.086382457,0.347042916,0.341385124,0.341385125,0.098337097,0.137608342,-0.219232391,0.119372657,0.03273419,0.115711037,-0.168199749,-0.226129174,0.108051184,0.056423276,0.1067339,-0.184565312,-0.189017227,-0.247081717,-0.000232872,0.374835332,0.374835327,-0.168626787,-0.173354426,0.232435062,0.303248131,0.909211712,0.345702839,0.197641693,0.292104505,0.234555608,0.22713545,0.271404633,0.432469596,0.701013129,-0.110157702,0.003959494,-0.022062334,-0.037036211,0.600275293
